account_id,customer_name,device_id,ip_address,shipping_address,payment_method_fingerprint,account_age_days,refund_probability,account_type,household_id,is_fraud_ring,ring_id,scenario_type,created_date
ACC0202,Tamanna Sami,DEV5377,84.80.76.201,Silchar,PMF1042,549,0.037,normal,,0,,normal,2025-03-04
ACC0203,Aarnav Gour,DEV9022,217.246.36.143,Vellore,PMF3434,335,0.047,normal,,0,,normal,2025-10-04
ACC0204,Christopher Upadhyay,DEV6654,204.56.43.24,Imphal,PMF6446,525,0.053,normal,,0,,normal,2025-03-28
ACC0205,Hemangini Wali,DEV7180,215.180.217.207,Ulhasnagar,PMF8460,586,0.076,normal,,0,,normal,2025-01-26
ACC0206,Indali Kaul,DEV4912,18.51.92.183,Khandwa,PMF7274,223,0.034,normal,,0,,normal,2026-01-24
ACC0207,Neelima Shetty,DEV1715,140.202.9.45,Chapra,PMF6213,450,0.065,normal,,0,,normal,2025-06-11
ACC0208,Devika Chakraborty,DEV7325,115.111.220.159,Nagpur,PMF3492,420,0.05,normal,,0,,normal,2025-07-11
ACC0209,Vivaan Brar,DEV3068,209.53.91.75,Nadiad,PMF9229,67,0.078,normal,,0,,normal,2026-06-29
ACC0210,Girindra De,DEV2644,211.251.67.110,Miryalaguda,PMF8213,369,0.026,normal,,0,,normal,2025-08-31
ACC0211,Yatan Chandra,DEV1251,203.187.206.167,Tirunelveli,PMF3361,497,0.045,normal,,0,,normal,2025-04-25
ACC0212,Neha Doctor,DEV3529,97.78.245.232,Hubli–Dharwad,PMF2225,700,0.048,normal,,0,,normal,2024-10-04
ACC0213,Tara Comar,DEV6546,44.183.71.82,Jammu,PMF7512,301,0.059,normal,,0,,normal,2025-11-07
ACC0214,Laksh Devi,DEV9742,139.100.73.93,Guntur,PMF7226,366,0.077,normal,,0,,normal,2025-09-03
ACC0215,Akshay Datta,DEV8994,213.121.22.217,Bokaro,PMF9864,671,0.022,normal,,0,,normal,2024-11-02
ACC0216,Benjamin Srivastava,DEV4846,173.231.255.234,Sasaram,PMF5708,100,0.08,normal,,0,,normal,2026-05-27
ACC0217,Chatura Sampath,DEV8110,163.150.158.149,Bhavnagar,PMF2612,122,0.066,normal,,0,,normal,2026-05-05
ACC0218,Qushi Seshadri,DEV8269,118.64.70.134,Aurangabad,PMF3725,132,0.062,normal,,0,,normal,2026-04-25
ACC0219,Keya Tata,DEV1753,201.26.163.247,Deoghar,PMF6314,59,0.068,normal,,0,,normal,2026-07-07
ACC0220,Advay Goyal,DEV6873,52.35.61.211,Pudukkottai,PMF7141,330,0.046,normal,,0,,normal,2025-10-09
ACC0221,Abhiram Doshi,DEV9702,204.0.159.161,Etawah,PMF7751,280,0.054,normal,,0,,normal,2025-11-28
ACC0222,Vivaan Agarwal,DEV3785,215.206.255.110,Machilipatnam,PMF3868,214,0.025,normal,,0,,normal,2026-02-02
ACC0223,Michael Chander,DEV4945,210.71.209.36,Malda,PMF9153,421,0.075,normal,,0,,normal,2025-07-10
ACC0224,Jagvi Oommen,DEV4804,160.23.73.244,Mumbai,PMF8555,176,0.058,normal,,0,,normal,2026-03-12
ACC0225,Andrew Mand,DEV5183,53.168.180.237,Jhansi,PMF1153,500,0.074,normal,,0,,normal,2025-04-22
ACC0226,Parth Barad,DEV5712,115.211.80.120,Ujjain,PMF9955,506,0.029,normal,,0,,normal,2025-04-16
ACC0227,Theodore Lata,DEV6661,204.70.113.21,Bellary,PMF5901,482,0.058,normal,,0,,normal,2025-05-10
ACC0228,Owen Sane,DEV5097,27.70.171.221,Muzaffarpur,PMF8484,464,0.071,normal,,0,,normal,2025-05-28
ACC0229,Aarna Buch,DEV7302,195.128.82.161,Jaipur,PMF8916,233,0.026,normal,,0,,normal,2026-01-14
ACC0230,Indira Mangal,DEV6881,113.139.246.34,Loni,PMF5847,420,0.08,normal,,0,,normal,2025-07-11
ACC0231,Sneha Wadhwa,DEV1359,182.229.54.84,Mira-Bhayandar,PMF7484,332,0.036,normal,,0,,normal,2025-10-07
ACC0232,Aarav Raman,DEV1803,100.47.42.98,Bhimavaram,PMF9138,609,0.07,normal,,0,,normal,2025-01-03
ACC0233,Leela Tata,DEV4770,56.34.51.117,Saharsa,PMF6772,323,0.033,normal,,0,,normal,2025-10-16
ACC0234,Bahadurjit Sani,DEV5106,166.82.3.12,Srinagar,PMF3240,224,0.058,normal,,0,,normal,2026-01-23
ACC0235,Frado Bassi,DEV1645,203.2.94.17,Parbhani,PMF6061,672,0.067,normal,,0,,normal,2024-11-01
ACC0236,Chatresh Basak,DEV6977,142.36.229.50,Tadepalligudem,PMF3153,64,0.025,normal,,0,,normal,2026-07-02
ACC0237,Champak Rastogi,DEV6352,77.31.118.63,Mira-Bhayandar,PMF7807,332,0.031,normal,,0,,normal,2025-10-07
ACC0238,Aachal Mital,DEV9837,50.129.249.233,Tadipatri,PMF6994,165,0.052,normal,,0,,normal,2026-03-23
ACC0239,Raagini Dewan,DEV3695,23.244.131.22,Jorhat,PMF5210,309,0.075,normal,,0,,normal,2025-10-30
ACC0240,Chakrika Baral,DEV5835,216.57.249.2,Kolhapur,PMF6549,523,0.068,normal,,0,,normal,2025-03-30
ACC0241,Kritika Anne,DEV2233,214.52.85.244,Ongole,PMF3306,509,0.065,normal,,0,,normal,2025-04-13
ACC0242,Falguni Hans,DEV7511,91.45.109.91,Kadapa,PMF6992,261,0.025,normal,,0,,normal,2025-12-17
ACC0243,Faris Bora,DEV1228,15.238.174.109,Panvel,PMF5332,434,0.052,normal,,0,,normal,2025-06-27
ACC0244,Bishakha Bedi,DEV7038,141.182.78.236,Karimnagar,PMF5295,495,0.055,normal,,0,,normal,2025-04-27
ACC0245,Siddharth Sundaram,DEV7086,30.14.158.246,Madhyamgram,PMF2775,683,0.06,normal,,0,,normal,2024-10-21
ACC0246,Yoshita Sant,DEV1410,90.16.16.57,Faridabad,PMF6374,512,0.075,normal,,0,,normal,2025-04-10
ACC0247,Qabil Bhattacharyya,DEV2035,7.203.43.242,Nizamabad,PMF8606,256,0.075,normal,,0,,normal,2025-12-22
ACC0248,Barkha Pant,DEV7689,169.196.107.133,Pudukkottai,PMF2911,339,0.028,normal,,0,,normal,2025-09-30
ACC0249,Victor Chandra,DEV5986,216.172.228.125,Mumbai,PMF9071,68,0.027,normal,,0,,normal,2026-06-28
ACC0250,Jalsa Sahota,DEV9807,200.27.156.199,Hubli–Dharwad,PMF3222,270,0.043,normal,,0,,normal,2025-12-08
ACC0251,Gaurangi Chaudhuri,DEV9850,51.90.144.30,Malegaon,PMF7866,409,0.055,normal,,0,,normal,2025-07-22
ACC0252,Siddharth Jayaraman,DEV7797,6.251.88.22,Nellore,PMF2622,188,0.07,normal,,0,,normal,2026-02-28
ACC0253,Zayan Sampath,DEV7686,149.5.136.197,Khandwa,PMF5583,660,0.022,normal,,0,,normal,2024-11-13
ACC0254,Imaran De,DEV4559,206.53.241.144,Karawal Nagar,PMF8264,409,0.047,normal,,0,,normal,2025-07-22
ACC0255,Leela Devan,DEV6942,36.212.44.179,Jhansi,PMF2627,271,0.079,normal,,0,,normal,2025-12-07
ACC0256,Chatresh Kata,DEV9920,126.120.237.200,Indore,PMF6876,406,0.024,normal,,0,,normal,2025-07-25
ACC0257,Lajita Majumdar,DEV4109,197.195.255.50,Udaipur,PMF3001,312,0.077,normal,,0,,normal,2025-10-27
ACC0258,Falguni Dash,DEV2501,198.252.11.94,Raiganj,PMF4475,495,0.059,normal,,0,,normal,2025-04-27
ACC0259,Ishwar Dora,DEV1349,165.79.220.225,Allahabad,PMF1828,641,0.067,normal,,0,,normal,2024-12-02
ACC0260,Jeet Prashad,DEV3063,165.0.141.65,Khammam,PMF4362,279,0.024,normal,,0,,normal,2025-11-29
ACC0261,Jagdish Dani,DEV4394,184.52.217.191,Bijapur,PMF4538,597,0.069,normal,,0,,normal,2025-01-15
ACC0262,Radhika Mander,DEV6383,180.210.228.53,Medininagar,PMF3417,268,0.067,normal,,0,,normal,2025-12-10
ACC0263,Onveer Kurian,DEV1046,159.43.128.65,Bally,PMF5542,640,0.072,normal,,0,,normal,2024-12-03
ACC0264,Oliver Patla,DEV3129,81.18.51.214,Noida,PMF9850,178,0.035,normal,,0,,normal,2026-03-10
ACC0265,Ishani Mitter,DEV2801,157.87.105.58,Moradabad,PMF1422,208,0.028,normal,,0,,normal,2026-02-08
ACC0266,Aarna Keer,DEV4898,76.62.240.59,Guntur,PMF6304,396,0.021,normal,,0,,normal,2025-08-04
ACC0267,Bhanumati Mutti,DEV1858,194.16.204.49,Bhavnagar,PMF3076,301,0.065,normal,,0,,normal,2025-11-07
ACC0268,Harish Mukherjee,DEV2862,189.148.107.22,Malegaon,PMF2041,568,0.049,normal,,0,,normal,2025-02-13
ACC0269,Pratyush Sami,DEV9408,193.64.51.33,Pudukkottai,PMF2786,400,0.047,normal,,0,,normal,2025-07-31
ACC0270,Tara Kale,DEV1710,214.70.136.144,Nagercoil,PMF9543,256,0.038,normal,,0,,normal,2025-12-22
ACC0271,Indali Sabharwal,DEV1510,197.101.18.253,Mehsana,PMF1996,688,0.08,normal,,0,,normal,2024-10-16
ACC0272,Gavin Oommen,DEV7984,192.147.21.226,Bellary,PMF2768,441,0.049,normal,,0,,normal,2025-06-20
ACC0273,Omya Bal,DEV2204,160.172.252.255,Vasai-Virar,PMF2323,484,0.039,normal,,0,,normal,2025-05-08
ACC0274,Nisha Rajagopalan,DEV2076,17.108.189.241,Ozhukarai,PMF3067,181,0.037,normal,,0,,normal,2026-03-07
ACC0275,Yasti Sangha,DEV9984,201.129.119.67,Ramagundam,PMF6327,678,0.043,normal,,0,,normal,2024-10-26
ACC0276,Vrinda Sachdev,DEV9692,77.102.110.112,Nizamabad,PMF5831,641,0.047,normal,,0,,normal,2024-12-02
ACC0277,Gabriel Warrior,DEV8048,204.5.36.24,Mahbubnagar,PMF2624,649,0.068,normal,,0,,normal,2024-11-24
ACC0278,Henry Manda,DEV4522,158.208.175.251,Pune,PMF8046,147,0.047,normal,,0,,normal,2026-04-10
ACC0279,Rayaan Yohannan,DEV7779,187.52.252.31,Motihari,PMF6553,263,0.07,normal,,0,,normal,2025-12-15
ACC0280,Ryan Chakraborty,DEV7815,116.175.217.192,Bhiwandi,PMF2557,438,0.039,normal,,0,,normal,2025-06-23
ACC0281,Samarth Dalal,DEV5176,217.76.192.218,Jalna,PMF7132,350,0.077,normal,,0,,normal,2025-09-19
ACC0282,Bina Sule,DEV2099,214.233.133.88,Hazaribagh,PMF2494,515,0.07,normal,,0,,normal,2025-04-07
ACC0283,Maanas Banerjee,DEV8075,15.87.205.32,Anantapuram,PMF2582,125,0.065,normal,,0,,normal,2026-05-02
ACC0284,Xalak Gaba,DEV3131,204.193.246.229,Satara,PMF1982,411,0.055,normal,,0,,normal,2025-07-20
ACC0285,Gabriel Walia,DEV6400,217.18.71.197,Siwan,PMF3002,605,0.045,normal,,0,,normal,2025-01-07
ACC0286,Lajita Kamdar,DEV7929,135.81.23.222,Katihar,PMF1842,711,0.078,normal,,0,,normal,2024-09-23
ACC0287,Vaishnavi Gokhale,DEV6119,106.69.155.149,Udupi,PMF6761,644,0.026,normal,,0,,normal,2024-11-29
ACC0288,Dayamai Char,DEV4485,211.195.25.39,Bathinda,PMF3535,549,0.059,normal,,0,,normal,2025-03-04
ACC0289,Nitesh Dash,DEV2773,130.192.195.54,Kavali,PMF6736,259,0.071,normal,,0,,normal,2025-12-19
ACC0290,Xalak Nagarajan,DEV2882,196.40.35.22,Kadapa,PMF5564,406,0.054,normal,,0,,normal,2025-07-25
ACC0291,Varenya Kaur,DEV1430,27.41.114.104,Pune,PMF5381,469,0.022,normal,,0,,normal,2025-05-23
ACC0292,Pooja Edwin,DEV6062,178.120.181.116,Jamalpur,PMF6567,309,0.041,normal,,0,,normal,2025-10-30
ACC0293,Manya Chandran,DEV3347,217.83.89.252,Chittoor,PMF7566,215,0.024,normal,,0,,normal,2026-02-01
ACC0294,Anjali Uppal,DEV1502,179.186.161.205,Shimla,PMF2503,678,0.065,normal,,0,,normal,2024-10-26
ACC0295,Tristan Sant,DEV7163,128.53.179.223,Vellore,PMF7878,250,0.047,normal,,0,,normal,2025-12-28
ACC0296,Omisha Walia,DEV7062,33.7.86.134,Tenali,PMF6105,191,0.063,normal,,0,,normal,2026-02-25
ACC0297,Yashica Agrawal,DEV2391,201.78.211.77,Pallavaram,PMF1861,611,0.029,normal,,0,,normal,2025-01-01
ACC0298,Bachittar Savant,DEV1815,211.155.93.204,Khammam,PMF2336,662,0.036,normal,,0,,normal,2024-11-11
ACC0299,Chakradev Solanki,DEV7947,203.139.100.114,New Delhi,PMF8957,707,0.056,normal,,0,,normal,2024-09-27
ACC0300,Faras Khatri,DEV5475,162.253.52.33,Gaya,PMF4531,454,0.065,normal,,0,,normal,2025-06-07
ACC0301,Nikita Dara,DEV6655,187.195.185.132,Rampur,PMF8043,146,0.027,normal,,0,,normal,2026-04-11
ACC0302,Jasmit Handa,DEV8972,192.129.146.52,Jodhpur,PMF9633,724,0.06,normal,,0,,normal,2024-09-10
ACC0303,Gavin Shere,DEV4612,73.179.237.46,Udaipur,PMF7475,76,0.079,normal,,0,,normal,2026-06-20
ACC0304,Bimala Kaul,DEV1125,182.245.119.51,Kishanganj,PMF4349,86,0.038,normal,,0,,normal,2026-06-10
ACC0305,Unnati Karnik,DEV3248,160.94.113.146,Rohtak,PMF5186,246,0.037,normal,,0,,normal,2026-01-01
ACC0306,Ekta Pandya,DEV1126,194.4.173.22,Nandyal,PMF9149,152,0.065,normal,,0,,normal,2026-04-05
ACC0307,Udarsh Savant,DEV3116,159.103.254.96,Machilipatnam,PMF7229,209,0.052,normal,,0,,normal,2026-02-07
ACC0308,Utkarsh Gara,DEV9196,215.179.84.27,Davanagere,PMF6802,265,0.024,normal,,0,,normal,2025-12-13
ACC0309,Vedhika Solanki,DEV8147,15.158.184.253,Nanded,PMF1307,73,0.048,normal,,0,,normal,2026-06-23
ACC0310,Nakul Kumar,DEV6129,125.130.143.245,Ramagundam,PMF8033,109,0.054,normal,,0,,normal,2026-05-18
ACC0311,Ojasvi Barad,DEV7843,59.76.239.77,Dewas,PMF5743,685,0.027,normal,,0,,normal,2024-10-19
ACC0312,Mekhala Mane,DEV6321,124.12.93.41,Varanasi,PMF3815,51,0.068,normal,,0,,normal,2026-07-15
ACC0313,Ekavir Prakash,DEV8538,201.96.4.103,Kozhikode,PMF6928,662,0.025,normal,,0,,normal,2024-11-11
ACC0314,Forum Oza,DEV4986,202.74.72.131,Malegaon,PMF8138,138,0.055,normal,,0,,normal,2026-04-19
ACC0315,Yashodhara Sahni,DEV2288,166.82.158.98,Tadipatri,PMF7484,566,0.072,normal,,0,,normal,2025-02-15
ACC0316,Darsh Nadkarni,DEV4630,193.234.117.203,Guntakal,PMF6456,377,0.067,normal,,0,,normal,2025-08-23
ACC0317,Aashi Suri,DEV9363,215.28.153.214,Bhilai,PMF2868,108,0.052,normal,,0,,normal,2026-05-19
ACC0318,Noah Mander,DEV6724,15.206.182.163,Pudukkottai,PMF6752,228,0.064,normal,,0,,normal,2026-01-19
ACC0319,Naveen Murthy,DEV3419,160.103.208.36,Pallavaram,PMF4871,690,0.026,normal,,0,,normal,2024-10-14
ACC0320,Falak Char,DEV4232,137.128.56.121,Rajahmundry,PMF3842,292,0.056,normal,,0,,normal,2025-11-16
ACC0321,Yatin Wagle,DEV2234,183.71.29.143,Chinsurah,PMF3902,701,0.077,normal,,0,,normal,2024-10-03
ACC0322,Mohini Chander,DEV9095,178.26.251.39,Kolkata,PMF8601,673,0.065,normal,,0,,normal,2024-10-31
ACC0323,Ishani Sundaram,DEV8354,208.28.29.234,Patiala,PMF6295,623,0.072,normal,,0,,normal,2024-12-20
ACC0324,Vedant Tata,DEV6179,215.4.16.126,Allahabad,PMF3473,672,0.046,normal,,0,,normal,2024-11-01
ACC0325,Avni Parmer,DEV8245,112.174.93.39,Thanjavur,PMF5961,510,0.068,normal,,0,,normal,2025-04-12
ACC0326,Oviya Pandey,DEV1920,223.95.127.191,Hospet,PMF6766,635,0.05,normal,,0,,normal,2024-12-08
ACC0327,Ekaja Mital,DEV8565,147.154.245.29,Lucknow,PMF8404,347,0.022,normal,,0,,normal,2025-09-22
ACC0328,Benjamin Chander,DEV5703,27.199.214.107,Etawah,PMF2257,407,0.059,normal,,0,,normal,2025-07-24
ACC0329,Rachana Palan,DEV9307,221.108.215.14,Ranchi,PMF7299,122,0.048,normal,,0,,normal,2026-05-05
ACC0330,Yamini Kumar,DEV1672,114.55.160.141,Mehsana,PMF8368,597,0.075,normal,,0,,normal,2025-01-15
ACC0331,Mitali Dyal,DEV4084,59.187.137.238,Gandhinagar,PMF6267,615,0.056,normal,,0,,normal,2024-12-28
ACC0332,Nimrat Murthy,DEV3471,177.29.176.23,Hajipur,PMF2013,543,0.047,normal,,0,,normal,2025-03-10
ACC0333,Siddharth Vig,DEV2381,221.104.154.81,Chittoor,PMF9266,381,0.059,normal,,0,,normal,2025-08-19
ACC0334,Osha Raj,DEV5059,80.134.29.190,Mehsana,PMF8172,70,0.079,normal,,0,,normal,2026-06-26
ACC0335,Sara Kannan,DEV9564,54.169.148.96,Bihar Sharif,PMF3600,566,0.042,normal,,0,,normal,2025-02-15
ACC0336,Ishita Borde,DEV7347,203.204.41.203,Dhule,PMF7697,319,0.066,normal,,0,,normal,2025-10-20
ACC0337,Anmol Mane,DEV1857,110.69.162.46,Tiruchirappalli,PMF6482,725,0.024,normal,,0,,normal,2024-09-09
ACC0338,Robert Ranganathan,DEV7333,166.16.120.116,Bongaigaon,PMF5655,126,0.035,normal,,0,,normal,2026-05-01
ACC0339,Gaurav Chada,DEV3463,216.182.47.3,Gorakhpur,PMF6461,702,0.025,normal,,0,,normal,2024-10-02
ACC0340,Chandresh Kalita,DEV3317,173.88.227.8,Sagar,PMF6731,709,0.039,normal,,0,,normal,2024-09-25
ACC0341,Vrinda Sant,DEV7421,114.123.68.147,Nagpur,PMF3112,701,0.056,normal,,0,,normal,2024-10-03
ACC0342,Lajita Lata,DEV6072,129.247.84.162,Rampur,PMF7171,116,0.059,normal,,0,,normal,2026-05-11
ACC0343,Krish Deshpande,DEV3093,185.186.76.77,Bhilai,PMF9624,366,0.026,normal,,0,,normal,2025-09-03
ACC0344,Vasana Dani,DEV7937,179.160.53.122,Burhanpur,PMF9331,716,0.042,normal,,0,,normal,2024-09-18
ACC0345,Eesha Walia,DEV6060,6.56.233.162,Bardhaman,PMF3953,401,0.077,normal,,0,,normal,2025-07-30
ACC0346,Gaurika Bava,DEV8967,139.67.247.141,Hubli–Dharwad,PMF4145,379,0.034,normal,,0,,normal,2025-08-21
ACC0347,Qadim Kant,DEV3538,126.251.236.147,Bhalswa Jahangir Pur,PMF2264,170,0.038,normal,,0,,normal,2026-03-18
ACC0348,Tejas Nadig,DEV9317,129.75.247.101,Tiruvottiyur,PMF9843,133,0.07,normal,,0,,normal,2026-04-24
ACC0349,Saanvi Suresh,DEV1618,30.109.53.191,Bhopal,PMF6517,569,0.073,normal,,0,,normal,2025-02-12
ACC0350,Jagat Dyal,DEV3147,53.67.164.58,Bhilwara,PMF7172,662,0.029,normal,,0,,normal,2024-11-11
ACC0351,Nachiket Reddy,DEV3712,133.27.136.36,Nangloi Jat,PMF8170,215,0.023,normal,,0,,normal,2026-02-01
ACC0352,Lakshmi Choudhury,DEV4891,35.213.47.64,Amritsar,PMF8277,403,0.057,normal,,0,,normal,2025-07-28
ACC0353,Kavya Raman,DEV4833,42.184.232.87,Uluberia,PMF9749,489,0.034,normal,,0,,normal,2025-05-03
ACC0354,Balhaar Balasubramanian,DEV4178,201.193.45.233,Bathinda,PMF7026,510,0.061,normal,,0,,normal,2025-04-12
ACC0355,Ekani Sagar,DEV8218,156.188.184.60,Gangtok,PMF8564,614,0.066,normal,,0,,normal,2024-12-29
ACC0356,Yochana Mittal,DEV9239,140.162.28.165,Kolkata,PMF9641,421,0.045,normal,,0,,normal,2025-07-10
ACC0357,Balveer Raj,DEV4271,174.161.168.52,Ichalkaranji,PMF3267,195,0.072,normal,,0,,normal,2026-02-21
ACC0358,Gopal Batra,DEV8873,205.143.76.134,Faridabad,PMF7081,83,0.053,normal,,0,,normal,2026-06-13
ACC0359,Shravya Shah,DEV9452,150.164.26.143,Khora ,PMF3042,135,0.037,normal,,0,,normal,2026-04-22
ACC0360,Anamika Tripathi,DEV5469,212.164.186.25,Sultan Pur Majra,PMF8361,194,0.074,normal,,0,,normal,2026-02-22
ACC0361,Frado Choudhury,DEV8167,196.183.96.226,Hosur,PMF2502,180,0.077,normal,,0,,normal,2026-03-08
ACC0362,Vyanjana Wagle,DEV8391,208.156.206.27,Buxar,PMF6727,257,0.076,normal,,0,,normal,2025-12-21
ACC0363,Arin Dar,DEV1872,43.28.215.66,Gorakhpur,PMF7495,454,0.05,normal,,0,,normal,2025-06-07
ACC0364,Chatura Ghosh,DEV7326,208.54.89.157,Jamnagar,PMF2337,271,0.042,normal,,0,,normal,2025-12-07
ACC0365,Chandani Mandal,DEV6221,86.109.128.188,Sambalpur,PMF2623,58,0.07,normal,,0,,normal,2026-07-08
ACC0366,Ria Samra,DEV6493,194.126.123.36,Khandwa,PMF3392,695,0.028,normal,,0,,normal,2024-10-09
ACC0367,Keya Nagarajan,DEV8740,201.79.95.130,Visakhapatnam,PMF3273,323,0.066,normal,,0,,normal,2025-10-16
ACC0368,Riya Nanda,DEV8349,223.166.191.142,Bardhaman,PMF1086,510,0.074,normal,,0,,normal,2025-04-12
ACC0369,Gabriel Sabharwal,DEV5193,146.187.134.214,Rewa,PMF4533,49,0.07,normal,,0,,normal,2026-07-17
ACC0370,Nihal Badal,DEV9647,221.19.197.114,Bijapur,PMF7934,591,0.027,normal,,0,,normal,2025-01-21
ACC0371,Yochana Mannan,DEV4893,189.251.8.144,Haridwar,PMF5934,325,0.027,normal,,0,,normal,2025-10-14
ACC0372,Bahadurjit Kala,DEV7878,195.54.17.171,Amroha,PMF8489,274,0.024,normal,,0,,normal,2025-12-04
ACC0373,Charvi Kunda,DEV9782,219.146.203.8,Srikakulam,PMF1269,541,0.058,normal,,0,,normal,2025-03-12
ACC0374,Krisha Baral,DEV4963,196.18.99.243,Ramgarh,PMF3352,618,0.037,normal,,0,,normal,2024-12-25
ACC0375,Radha Oommen,DEV6780,109.220.14.181,Davanagere,PMF4941,31,0.054,normal,,0,,normal,2026-08-04
ACC0376,Yash Palla,DEV2402,152.206.143.94,Naihati,PMF9576,221,0.078,normal,,0,,normal,2026-01-26
ACC0377,Shravya Talwar,DEV9618,131.25.160.185,Guntakal,PMF9914,99,0.05,normal,,0,,normal,2026-05-28
ACC0378,Farhan Cheema,DEV1333,67.123.166.6,Jamnagar,PMF7397,549,0.072,normal,,0,,normal,2025-03-04
ACC0379,Balveer Murthy,DEV7338,49.169.195.87,Ahmedabad,PMF7116,74,0.035,normal,,0,,normal,2026-06-22
ACC0380,Ekbal Wadhwa,DEV6850,146.235.86.5,Allahabad,PMF2106,46,0.041,normal,,0,,normal,2026-07-20
ACC0381,Lajita Bansal,DEV2698,41.196.18.45,Nagpur,PMF6447,702,0.028,normal,,0,,normal,2024-10-02
ACC0382,Gautami Golla,DEV9945,200.93.160.41,Kozhikode,PMF6546,390,0.069,normal,,0,,normal,2025-08-10
ACC0383,Balvan Murty,DEV8612,151.64.99.168,Shivpuri,PMF8840,209,0.058,normal,,0,,normal,2026-02-07
ACC0384,Vidhi More,DEV2033,213.70.172.201,Madhyamgram,PMF8498,168,0.022,normal,,0,,normal,2026-03-20
ACC0385,Yadavi Raman,DEV1717,58.11.73.238,Hindupur,PMF4268,236,0.073,normal,,0,,normal,2026-01-11
ACC0386,Simon Kala,DEV6080,150.29.128.152,Jaunpur,PMF9444,353,0.044,normal,,0,,normal,2025-09-16
ACC0387,Yoshita Pall,DEV8756,128.13.74.215,Panchkula,PMF5150,586,0.022,normal,,0,,normal,2025-01-26
ACC0388,Tanveer Swamy,DEV4131,192.219.164.243,Faridabad,PMF5687,692,0.041,normal,,0,,normal,2024-10-12
ACC0389,Eshana Nadig,DEV6438,203.194.120.138,Jalandhar,PMF5476,78,0.027,normal,,0,,normal,2026-06-18
ACC0390,Finn Aggarwal,DEV8159,85.74.78.115,Jodhpur,PMF7553,406,0.065,normal,,0,,normal,2025-07-25
ACC0391,Yashvi Date,DEV6554,165.45.121.29,Gulbarga,PMF4060,425,0.05,normal,,0,,normal,2025-07-06
ACC0392,Ansh Sem,DEV7018,184.154.136.233,Bharatpur,PMF9507,539,0.036,normal,,0,,normal,2025-03-14
ACC0393,Radha Malhotra,DEV7955,105.228.24.147,Imphal,PMF2293,114,0.046,normal,,0,,normal,2026-05-13
ACC0394,Yash Varty,DEV9937,42.129.47.227,Kota,PMF5813,214,0.039,normal,,0,,normal,2026-02-02
ACC0395,Hredhaan Randhawa,DEV6372,210.125.110.74,Thane,PMF5843,111,0.038,normal,,0,,normal,2026-05-16
ACC0396,Lohit Sarna,DEV7981,170.15.123.175,Meerut,PMF3730,647,0.061,normal,,0,,normal,2024-11-26
ACC0397,Yagnesh Boase,DEV8325,27.136.158.31,Barasat,PMF1693,389,0.064,normal,,0,,normal,2025-08-11
ACC0398,Reva Mital,DEV8126,193.146.116.90,Kolhapur,PMF5498,391,0.058,normal,,0,,normal,2025-08-09
ACC0399,Qasim Radhakrishnan,DEV2229,161.237.188.65,Amravati,PMF7655,88,0.042,normal,,0,,normal,2026-06-08
ACC0400,Kamala Memon,DEV3621,66.137.42.210,Arrah,PMF1510,725,0.029,normal,,0,,normal,2024-09-09
ACC0401,Aadi Mohan,DEV8179,203.231.55.154,Sagar,PMF1570,652,0.028,normal,,0,,normal,2024-11-21
ACC0402,Warinder Aggarwal,DEV7001,168.4.3.203,Unnao,PMF6933,271,0.043,normal,,0,,normal,2025-12-07
ACC0403,Bakhshi Badal,DEV1530,202.78.175.214,Tiruvottiyur,PMF3513,610,0.061,normal,,0,,normal,2025-01-02
ACC0404,Omaja Parekh,DEV7095,201.33.32.55,Hapur,PMF8273,409,0.066,normal,,0,,normal,2025-07-22
ACC0405,Bhavani Kadakia,DEV3255,221.92.117.234,Raichur,PMF9674,617,0.042,normal,,0,,normal,2024-12-26
ACC0406,Chaitanya Goswami,DEV5566,152.163.183.63,Dhanbad,PMF5089,351,0.078,normal,,0,,normal,2025-09-18
ACC0407,Charles Bassi,DEV4048,185.236.240.202,Satara,PMF9176,56,0.051,normal,,0,,normal,2026-07-10
ACC0408,Agastya Borde,DEV2929,93.57.231.54,Bathinda,PMF5288,605,0.066,normal,,0,,normal,2025-01-07
ACC0409,Oeshi Luthra,DEV4515,200.116.7.78,Nagpur,PMF5678,486,0.062,normal,,0,,normal,2025-05-06
ACC0410,Jasmit Dube,DEV4279,165.73.52.214,Bidar,PMF3009,532,0.028,normal,,0,,normal,2025-03-21
ACC0411,Jairaj Hegde,DEV8406,168.107.156.152,Hindupur,PMF3828,105,0.074,normal,,0,,normal,2026-05-22
ACC0412,Pallavi Baral,DEV2438,165.123.88.4,Kirari Suleman Nagar,PMF6236,485,0.06,normal,,0,,normal,2025-05-07
ACC0413,Upma Khurana,DEV9882,123.228.121.156,Navi Mumbai,PMF5757,96,0.073,normal,,0,,normal,2026-05-31
ACC0414,Ishaan Sheth,DEV3852,217.187.52.178,Rourkela,PMF6922,191,0.051,normal,,0,,normal,2026-02-25
ACC0415,Ekanta Agate,DEV4292,139.177.55.235,Bhubaneswar,PMF3275,154,0.034,normal,,0,,normal,2026-04-03
ACC0416,Yauvani Behl,DEV1430,153.183.44.240,Muzaffarnagar,PMF6912,535,0.053,normal,,0,,normal,2025-03-18
